starttime	seconds	ctime	dtime	ttime	wait
Mon Mar 09 01:31:41 2015	1425875501	1	23	24	23
Mon Mar 09 01:31:41 2015	1425875501	1	33	34	33
Mon Mar 09 01:31:41 2015	1425875501	1	44	44	44
Mon Mar 09 01:31:41 2015	1425875501	0	56	56	56
Mon Mar 09 01:31:41 2015	1425875501	1	66	66	65
Mon Mar 09 01:31:41 2015	1425875501	1	78	79	78
Mon Mar 09 01:31:41 2015	1425875501	1	88	88	88
Mon Mar 09 01:32:46 2015	1425875566	0	90	90	90
Mon Mar 09 01:31:41 2015	1425875501	0	92	92	92
Mon Mar 09 01:31:41 2015	1425875501	0	92	92	92
Mon Mar 09 01:31:41 2015	1425875501	0	92	92	92
Mon Mar 09 01:31:41 2015	1425875501	0	92	92	92
Mon Mar 09 01:32:46 2015	1425875566	0	92	92	92
Mon Mar 09 01:31:41 2015	1425875501	0	93	94	93
Mon Mar 09 01:31:41 2015	1425875501	0	93	94	93
Mon Mar 09 01:31:41 2015	1425875501	0	94	94	93
Mon Mar 09 01:31:41 2015	1425875501	0	95	95	94
Mon Mar 09 01:31:41 2015	1425875501	0	96	96	96
Mon Mar 09 01:31:41 2015	1425875501	0	97	97	96
Mon Mar 09 01:32:27 2015	1425875547	0	98	98	98
Mon Mar 09 01:31:41 2015	1425875501	0	98	98	97
Mon Mar 09 01:32:40 2015	1425875560	0	98	98	98
Mon Mar 09 01:32:40 2015	1425875560	0	99	99	99
Mon Mar 09 01:32:40 2015	1425875560	0	99	99	99
Mon Mar 09 01:32:24 2015	1425875544	0	99	99	99
Mon Mar 09 01:32:40 2015	1425875560	0	99	99	99
Mon Mar 09 01:32:11 2015	1425875531	0	99	99	99
Mon Mar 09 01:31:52 2015	1425875512	0	99	99	99
Mon Mar 09 01:32:15 2015	1425875535	0	99	99	99
Mon Mar 09 01:32:10 2015	1425875530	0	99	99	99
Mon Mar 09 01:32:25 2015	1425875545	0	99	99	99
Mon Mar 09 01:32:10 2015	1425875530	0	99	99	99
Mon Mar 09 01:32:11 2015	1425875531	0	99	99	99
Mon Mar 09 01:32:40 2015	1425875560	0	99	99	99
Mon Mar 09 01:32:11 2015	1425875531	0	99	99	99
Mon Mar 09 01:32:40 2015	1425875560	0	99	100	99
Mon Mar 09 01:32:25 2015	1425875545	0	99	100	99
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	99
Mon Mar 09 01:32:25 2015	1425875545	0	100	100	99
Mon Mar 09 01:32:45 2015	1425875565	0	100	100	99
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	99
Mon Mar 09 01:32:07 2015	1425875527	0	100	100	99
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:43 2015	1425875563	0	100	100	99
Mon Mar 09 01:32:03 2015	1425875523	0	100	100	100
Mon Mar 09 01:32:11 2015	1425875531	0	100	100	100
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	100
Mon Mar 09 01:32:00 2015	1425875520	0	100	100	100
Mon Mar 09 01:31:57 2015	1425875517	0	100	100	99
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:25 2015	1425875545	0	100	100	100
Mon Mar 09 01:31:58 2015	1425875518	0	100	100	100
Mon Mar 09 01:31:44 2015	1425875504	0	100	100	100
Mon Mar 09 01:31:58 2015	1425875518	0	100	100	100
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:26 2015	1425875546	0	100	100	100
Mon Mar 09 01:32:40 2015	1425875560	0	100	100	100
Mon Mar 09 01:32:15 2015	1425875535	0	100	100	100
Mon Mar 09 01:31:57 2015	1425875517	0	100	100	100
Mon Mar 09 01:32:15 2015	1425875535	0	100	100	100
Mon Mar 09 01:32:24 2015	1425875544	0	100	100	100
Mon Mar 09 01:32:24 2015	1425875544	0	100	100	100
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:15 2015	1425875535	0	100	100	100
Mon Mar 09 01:32:18 2015	1425875538	0	100	100	100
Mon Mar 09 01:32:19 2015	1425875539	0	100	100	100
Mon Mar 09 01:31:58 2015	1425875518	0	100	100	100
Mon Mar 09 01:32:11 2015	1425875531	0	100	100	100
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	100
Mon Mar 09 01:31:44 2015	1425875504	0	100	100	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	100	100
Mon Mar 09 01:31:57 2015	1425875517	0	100	100	100
Mon Mar 09 01:32:45 2015	1425875565	0	100	100	100
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	100
Mon Mar 09 01:31:42 2015	1425875502	0	100	100	100
Mon Mar 09 01:32:25 2015	1425875545	0	100	100	100
Mon Mar 09 01:32:08 2015	1425875528	0	100	100	100
Mon Mar 09 01:31:57 2015	1425875517	0	100	100	100
Mon Mar 09 01:31:58 2015	1425875518	0	100	100	100
Mon Mar 09 01:32:24 2015	1425875544	0	100	100	100
Mon Mar 09 01:32:01 2015	1425875521	0	100	100	100
Mon Mar 09 01:32:07 2015	1425875527	0	100	100	100
Mon Mar 09 01:32:04 2015	1425875524	0	100	100	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	100	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	100	100
Mon Mar 09 01:32:16 2015	1425875536	0	100	100	100
Mon Mar 09 01:32:06 2015	1425875526	0	100	100	100
Mon Mar 09 01:31:45 2015	1425875505	0	100	100	100
Mon Mar 09 01:31:42 2015	1425875502	0	100	100	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	101	100
Mon Mar 09 01:32:40 2015	1425875560	0	100	101	100
Mon Mar 09 01:32:02 2015	1425875522	0	100	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	100	101	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	101	100
Mon Mar 09 01:32:05 2015	1425875525	0	100	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	100	101	100
Mon Mar 09 01:32:10 2015	1425875530	0	100	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	100	101	100
Mon Mar 09 01:31:51 2015	1425875511	0	101	101	100
Mon Mar 09 01:32:10 2015	1425875530	0	101	101	100
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	100
Mon Mar 09 01:32:16 2015	1425875536	0	101	101	100
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	100
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	100
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	100
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	100
Mon Mar 09 01:32:10 2015	1425875530	0	101	101	100
Mon Mar 09 01:32:10 2015	1425875530	0	101	101	100
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	100
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	100
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	100
Mon Mar 09 01:32:02 2015	1425875522	0	101	101	100
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	100
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	100
Mon Mar 09 01:32:43 2015	1425875563	0	101	101	100
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	100
Mon Mar 09 01:32:19 2015	1425875539	0	101	101	100
Mon Mar 09 01:32:43 2015	1425875563	0	101	101	100
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	100
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	100
Mon Mar 09 01:31:56 2015	1425875516	0	101	101	100
Mon Mar 09 01:32:16 2015	1425875536	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	100
Mon Mar 09 01:32:26 2015	1425875546	0	101	101	100
Mon Mar 09 01:32:19 2015	1425875539	0	101	101	100
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	100
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	100
Mon Mar 09 01:32:02 2015	1425875522	0	101	101	100
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	100
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	100
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	100
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	100
Mon Mar 09 01:31:55 2015	1425875515	0	101	101	100
Mon Mar 09 01:32:17 2015	1425875537	0	101	101	100
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	100
Mon Mar 09 01:31:49 2015	1425875509	0	101	101	100
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	100
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	100
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	100
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:32:10 2015	1425875530	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	100
Mon Mar 09 01:32:12 2015	1425875532	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	100
Mon Mar 09 01:32:17 2015	1425875537	0	101	101	100
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	100
Mon Mar 09 01:32:18 2015	1425875538	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:43 2015	1425875503	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	101
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	101
Mon Mar 09 01:32:43 2015	1425875563	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	100
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:32:25 2015	1425875545	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	101	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	101	101
Mon Mar 09 01:32:43 2015	1425875563	0	101	101	101
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	101
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:31:50 2015	1425875510	0	101	101	101
Mon Mar 09 01:32:46 2015	1425875566	0	101	101	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	101
Mon Mar 09 01:31:51 2015	1425875511	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:31:49 2015	1425875509	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:31:52 2015	1425875512	0	101	101	99
Mon Mar 09 01:32:17 2015	1425875537	0	101	101	101
Mon Mar 09 01:32:17 2015	1425875537	0	101	101	101
Mon Mar 09 01:32:14 2015	1425875534	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:32:16 2015	1425875536	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:25 2015	1425875545	0	101	101	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	101	101
Mon Mar 09 01:31:54 2015	1425875514	0	101	101	101
Mon Mar 09 01:31:59 2015	1425875519	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:32:24 2015	1425875544	0	101	101	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	101	101
Mon Mar 09 01:31:48 2015	1425875508	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	101
Mon Mar 09 01:32:06 2015	1425875526	0	101	101	101
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	101
Mon Mar 09 01:32:14 2015	1425875534	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:18 2015	1425875538	0	101	101	101
Mon Mar 09 01:32:44 2015	1425875564	0	101	101	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	101	101
Mon Mar 09 01:31:43 2015	1425875503	0	101	101	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	101	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:02 2015	1425875522	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:14 2015	1425875534	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:31:51 2015	1425875511	0	101	101	101
Mon Mar 09 01:31:48 2015	1425875508	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:12 2015	1425875532	0	101	101	101
Mon Mar 09 01:32:16 2015	1425875536	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:32:01 2015	1425875521	0	101	101	101
Mon Mar 09 01:32:16 2015	1425875536	0	101	101	101
Mon Mar 09 01:32:26 2015	1425875546	0	101	101	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:31:56 2015	1425875516	0	101	101	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	101
Mon Mar 09 01:32:45 2015	1425875565	0	101	101	101
Mon Mar 09 01:32:02 2015	1425875522	0	101	101	101
Mon Mar 09 01:32:12 2015	1425875532	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:44 2015	1425875564	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:31:46 2015	1425875506	0	101	101	101
Mon Mar 09 01:32:46 2015	1425875566	0	101	101	101
Mon Mar 09 01:32:01 2015	1425875521	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:32:43 2015	1425875563	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:31:51 2015	1425875511	0	101	101	101
Mon Mar 09 01:32:46 2015	1425875566	0	101	101	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:32:44 2015	1425875564	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:31:59 2015	1425875519	0	101	101	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	101	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:15 2015	1425875535	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	101	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	101	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	101
Mon Mar 09 01:32:45 2015	1425875565	0	101	101	101
Mon Mar 09 01:32:45 2015	1425875565	0	101	101	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	101	101
Mon Mar 09 01:32:09 2015	1425875529	0	101	101	101
Mon Mar 09 01:32:00 2015	1425875520	0	101	101	101
Mon Mar 09 01:31:59 2015	1425875519	0	101	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	102	101
Mon Mar 09 01:31:48 2015	1425875508	0	101	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	101	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	102	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	102	101
Mon Mar 09 01:32:40 2015	1425875560	0	101	102	101
Mon Mar 09 01:31:58 2015	1425875518	0	101	102	101
Mon Mar 09 01:31:47 2015	1425875507	0	101	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	102	101
Mon Mar 09 01:31:42 2015	1425875502	0	101	102	101
Mon Mar 09 01:32:44 2015	1425875564	0	101	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:32:46 2015	1425875566	0	101	102	101
Mon Mar 09 01:32:46 2015	1425875566	0	101	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	101	102	101
Mon Mar 09 01:32:26 2015	1425875546	0	101	102	101
Mon Mar 09 01:32:15 2015	1425875535	0	101	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	101	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:32:05 2015	1425875525	0	101	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:31:56 2015	1425875516	0	101	102	101
Mon Mar 09 01:31:50 2015	1425875510	0	101	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	101	102	101
Mon Mar 09 01:31:43 2015	1425875503	0	101	102	101
Mon Mar 09 01:32:01 2015	1425875521	0	101	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	101	102	101
Mon Mar 09 01:32:14 2015	1425875534	0	101	102	101
Mon Mar 09 01:31:50 2015	1425875510	0	101	102	101
Mon Mar 09 01:32:43 2015	1425875563	0	102	102	101
Mon Mar 09 01:32:11 2015	1425875531	0	102	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	102	102	101
Mon Mar 09 01:31:42 2015	1425875502	0	102	102	101
Mon Mar 09 01:31:48 2015	1425875508	0	102	102	101
Mon Mar 09 01:32:44 2015	1425875564	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:32:43 2015	1425875563	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	102	102	101
Mon Mar 09 01:31:42 2015	1425875502	0	102	102	101
Mon Mar 09 01:31:51 2015	1425875511	0	102	102	101
Mon Mar 09 01:32:27 2015	1425875547	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	101
Mon Mar 09 01:31:46 2015	1425875506	0	102	102	101
Mon Mar 09 01:31:51 2015	1425875511	0	102	102	101
Mon Mar 09 01:31:41 2015	1425875501	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:31:42 2015	1425875502	0	102	102	101
Mon Mar 09 01:32:00 2015	1425875520	0	102	102	101
Mon Mar 09 01:32:41 2015	1425875561	0	102	102	101
Mon Mar 09 01:31:53 2015	1425875513	0	102	102	101
Mon Mar 09 01:31:58 2015	1425875518	0	102	102	101
Mon Mar 09 01:31:56 2015	1425875516	0	102	102	101
Mon Mar 09 01:32:05 2015	1425875525	0	102	102	101
Mon Mar 09 01:32:12 2015	1425875532	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	102	102	101
Mon Mar 09 01:32:06 2015	1425875526	0	102	102	101
Mon Mar 09 01:31:59 2015	1425875519	0	102	102	101
Mon Mar 09 01:32:01 2015	1425875521	0	102	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	102	102	101
Mon Mar 09 01:32:16 2015	1425875536	0	102	102	101
Mon Mar 09 01:32:14 2015	1425875534	0	102	102	101
Mon Mar 09 01:32:05 2015	1425875525	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:31:51 2015	1425875511	0	102	102	101
Mon Mar 09 01:32:44 2015	1425875564	0	102	102	101
Mon Mar 09 01:32:26 2015	1425875546	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:31:50 2015	1425875510	0	102	102	101
Mon Mar 09 01:32:17 2015	1425875537	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:31:47 2015	1425875507	0	102	102	101
Mon Mar 09 01:32:25 2015	1425875545	0	102	102	101
Mon Mar 09 01:32:01 2015	1425875521	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:32:45 2015	1425875565	0	102	102	101
Mon Mar 09 01:32:24 2015	1425875544	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:31:59 2015	1425875519	0	102	102	101
Mon Mar 09 01:32:40 2015	1425875560	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:31:47 2015	1425875507	0	102	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	102	102	101
Mon Mar 09 01:32:06 2015	1425875526	0	102	102	101
Mon Mar 09 01:31:53 2015	1425875513	0	102	102	101
Mon Mar 09 01:32:05 2015	1425875525	0	102	102	101
Mon Mar 09 01:31:42 2015	1425875502	0	102	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	102	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	102	102	101
Mon Mar 09 01:32:45 2015	1425875565	0	102	102	101
Mon Mar 09 01:31:58 2015	1425875518	0	102	102	101
Mon Mar 09 01:32:02 2015	1425875522	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:31:47 2015	1425875507	0	102	102	101
Mon Mar 09 01:32:07 2015	1425875527	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:32:05 2015	1425875525	0	102	102	101
Mon Mar 09 01:32:00 2015	1425875520	0	102	102	101
Mon Mar 09 01:31:58 2015	1425875518	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:31:51 2015	1425875511	0	102	102	101
Mon Mar 09 01:32:15 2015	1425875535	0	102	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	101
Mon Mar 09 01:32:01 2015	1425875521	0	102	102	101
Mon Mar 09 01:31:45 2015	1425875505	0	102	102	101
Mon Mar 09 01:32:04 2015	1425875524	0	102	102	101
Mon Mar 09 01:32:00 2015	1425875520	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	101
Mon Mar 09 01:32:00 2015	1425875520	0	102	102	101
Mon Mar 09 01:31:48 2015	1425875508	0	102	102	101
Mon Mar 09 01:32:06 2015	1425875526	0	102	102	101
Mon Mar 09 01:32:16 2015	1425875536	0	102	102	101
Mon Mar 09 01:32:10 2015	1425875530	0	102	102	101
Mon Mar 09 01:31:44 2015	1425875504	0	102	102	101
Mon Mar 09 01:32:14 2015	1425875534	0	102	102	101
Mon Mar 09 01:31:59 2015	1425875519	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:32:12 2015	1425875532	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	100
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:32:03 2015	1425875523	0	102	102	101
Mon Mar 09 01:32:08 2015	1425875528	0	102	102	101
Mon Mar 09 01:31:57 2015	1425875517	0	102	102	101
Mon Mar 09 01:31:58 2015	1425875518	0	102	102	101
Mon Mar 09 01:32:06 2015	1425875526	0	102	102	101
Mon Mar 09 01:32:45 2015	1425875565	0	102	102	101
