starttime	seconds	ctime	dtime	ttime	wait
Mon Mar 09 01:31:53 2015	1425875513	0	119	119	118
Mon Mar 09 01:32:14 2015	1425875534	0	119	119	118
Mon Mar 09 01:32:39 2015	1425875559	0	119	119	118
Mon Mar 09 01:32:29 2015	1425875549	0	119	119	118
Mon Mar 09 01:32:30 2015	1425875550	0	119	119	118
Mon Mar 09 01:32:12 2015	1425875532	0	119	119	119
Mon Mar 09 01:31:51 2015	1425875511	0	119	119	118
Mon Mar 09 01:32:18 2015	1425875538	0	119	119	119
Mon Mar 09 01:32:45 2015	1425875565	0	119	119	119
Mon Mar 09 01:32:24 2015	1425875544	0	119	119	119
Mon Mar 09 01:31:47 2015	1425875507	0	119	119	119
Mon Mar 09 01:32:19 2015	1425875539	0	119	119	118
Mon Mar 09 01:32:13 2015	1425875533	0	119	119	119
Mon Mar 09 01:31:53 2015	1425875513	0	119	119	119
Mon Mar 09 01:32:12 2015	1425875532	0	119	119	119
Mon Mar 09 01:32:19 2015	1425875539	0	119	119	119
Mon Mar 09 01:31:50 2015	1425875510	0	119	119	117
Mon Mar 09 01:32:11 2015	1425875531	0	119	119	119
Mon Mar 09 01:31:48 2015	1425875508	0	119	119	119
Mon Mar 09 01:32:29 2015	1425875549	0	119	119	117
Mon Mar 09 01:32:19 2015	1425875539	0	119	119	119
Mon Mar 09 01:32:18 2015	1425875538	0	119	119	119
Mon Mar 09 01:32:40 2015	1425875560	0	119	119	119
Mon Mar 09 01:32:10 2015	1425875530	0	119	119	119
Mon Mar 09 01:32:21 2015	1425875541	0	119	119	119
Mon Mar 09 01:32:11 2015	1425875531	0	119	119	119
Mon Mar 09 01:31:53 2015	1425875513	0	119	120	119
Mon Mar 09 01:31:54 2015	1425875514	0	119	120	119
Mon Mar 09 01:32:38 2015	1425875558	0	120	120	119
Mon Mar 09 01:32:12 2015	1425875532	0	120	120	117
Mon Mar 09 01:32:45 2015	1425875565	0	120	120	119
Mon Mar 09 01:32:21 2015	1425875541	0	120	120	119
Mon Mar 09 01:32:24 2015	1425875544	0	120	120	119
Mon Mar 09 01:32:10 2015	1425875530	0	120	120	119
Mon Mar 09 01:31:48 2015	1425875508	0	120	120	119
Mon Mar 09 01:31:53 2015	1425875513	0	120	120	119
Mon Mar 09 01:32:37 2015	1425875557	0	120	120	119
Mon Mar 09 01:31:47 2015	1425875507	0	120	120	120
Mon Mar 09 01:32:28 2015	1425875548	0	120	120	119
Mon Mar 09 01:31:54 2015	1425875514	0	120	120	120
Mon Mar 09 01:32:14 2015	1425875534	0	120	120	119
Mon Mar 09 01:32:29 2015	1425875549	0	120	120	120
Mon Mar 09 01:32:45 2015	1425875565	0	120	120	120
Mon Mar 09 01:32:40 2015	1425875560	0	120	120	120
Mon Mar 09 01:31:54 2015	1425875514	0	120	120	120
Mon Mar 09 01:31:55 2015	1425875515	0	120	120	120
Mon Mar 09 01:31:55 2015	1425875515	0	120	120	120
Mon Mar 09 01:32:41 2015	1425875561	0	120	120	120
Mon Mar 09 01:32:30 2015	1425875550	0	120	120	120
Mon Mar 09 01:31:50 2015	1425875510	0	120	120	120
Mon Mar 09 01:31:51 2015	1425875511	0	120	120	120
Mon Mar 09 01:32:19 2015	1425875539	0	120	120	120
Mon Mar 09 01:32:12 2015	1425875532	0	120	120	120
Mon Mar 09 01:32:10 2015	1425875530	0	120	120	120
Mon Mar 09 01:32:43 2015	1425875563	0	120	120	120
Mon Mar 09 01:32:35 2015	1425875555	0	120	121	120
Mon Mar 09 01:31:48 2015	1425875508	0	120	121	120
Mon Mar 09 01:32:14 2015	1425875534	0	120	121	120
Mon Mar 09 01:32:29 2015	1425875549	0	120	121	120
Mon Mar 09 01:32:18 2015	1425875538	0	120	121	120
Mon Mar 09 01:32:41 2015	1425875561	0	121	121	120
Mon Mar 09 01:32:14 2015	1425875534	0	121	121	120
Mon Mar 09 01:32:21 2015	1425875541	0	121	121	120
Mon Mar 09 01:32:34 2015	1425875554	0	121	121	120
Mon Mar 09 01:32:41 2015	1425875561	0	121	121	120
Mon Mar 09 01:32:05 2015	1425875525	0	121	121	120
Mon Mar 09 01:32:13 2015	1425875533	0	121	121	120
Mon Mar 09 01:31:50 2015	1425875510	0	121	121	120
Mon Mar 09 01:32:29 2015	1425875549	0	121	121	120
Mon Mar 09 01:32:37 2015	1425875557	0	121	121	119
Mon Mar 09 01:32:14 2015	1425875534	0	121	121	120
Mon Mar 09 01:32:37 2015	1425875557	0	121	121	121
Mon Mar 09 01:31:54 2015	1425875514	0	121	121	119
Mon Mar 09 01:32:11 2015	1425875531	0	121	121	119
Mon Mar 09 01:32:12 2015	1425875532	0	121	121	121
Mon Mar 09 01:32:10 2015	1425875530	0	121	121	121
Mon Mar 09 01:32:10 2015	1425875530	0	121	121	121
Mon Mar 09 01:32:14 2015	1425875534	0	121	121	121
Mon Mar 09 01:32:19 2015	1425875539	0	121	121	121
Mon Mar 09 01:32:28 2015	1425875548	0	121	121	121
Mon Mar 09 01:31:47 2015	1425875507	0	121	121	121
Mon Mar 09 01:32:05 2015	1425875525	0	121	121	121
Mon Mar 09 01:32:41 2015	1425875561	0	121	121	121
Mon Mar 09 01:32:10 2015	1425875530	0	121	121	121
Mon Mar 09 01:32:41 2015	1425875561	0	121	121	121
Mon Mar 09 01:32:21 2015	1425875541	0	121	121	121
Mon Mar 09 01:31:53 2015	1425875513	0	121	121	121
Mon Mar 09 01:31:51 2015	1425875511	0	121	121	121
Mon Mar 09 01:31:43 2015	1425875503	0	121	121	121
Mon Mar 09 01:32:10 2015	1425875530	0	121	121	121
Mon Mar 09 01:31:50 2015	1425875510	0	121	121	121
Mon Mar 09 01:32:28 2015	1425875548	0	121	121	121
Mon Mar 09 01:32:05 2015	1425875525	0	121	121	121
Mon Mar 09 01:32:14 2015	1425875534	0	121	121	121
Mon Mar 09 01:32:43 2015	1425875563	0	121	122	121
Mon Mar 09 01:32:46 2015	1425875566	0	121	122	121
Mon Mar 09 01:32:41 2015	1425875561	0	121	122	121
Mon Mar 09 01:32:41 2015	1425875561	0	121	122	121
Mon Mar 09 01:32:19 2015	1425875539	0	121	122	121
Mon Mar 09 01:32:05 2015	1425875525	0	122	122	121
Mon Mar 09 01:32:05 2015	1425875525	0	122	122	121
Mon Mar 09 01:32:05 2015	1425875525	0	122	122	121
Mon Mar 09 01:32:21 2015	1425875541	0	122	122	121
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	121
Mon Mar 09 01:32:05 2015	1425875525	0	122	122	121
Mon Mar 09 01:31:43 2015	1425875503	0	122	122	115
Mon Mar 09 01:32:35 2015	1425875555	0	122	122	121
Mon Mar 09 01:32:36 2015	1425875556	0	122	122	121
Mon Mar 09 01:32:11 2015	1425875531	0	122	122	121
Mon Mar 09 01:32:21 2015	1425875541	0	122	122	121
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	121
Mon Mar 09 01:32:41 2015	1425875561	0	122	122	122
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	122
Mon Mar 09 01:32:14 2015	1425875534	0	122	122	122
Mon Mar 09 01:32:39 2015	1425875559	0	122	122	122
Mon Mar 09 01:32:05 2015	1425875525	0	122	122	122
Mon Mar 09 01:31:46 2015	1425875506	0	122	122	122
Mon Mar 09 01:31:47 2015	1425875507	0	122	122	119
Mon Mar 09 01:32:11 2015	1425875531	0	122	122	122
Mon Mar 09 01:32:29 2015	1425875549	0	122	122	122
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	120
Mon Mar 09 01:32:28 2015	1425875548	0	122	122	122
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	122
Mon Mar 09 01:31:46 2015	1425875506	0	122	122	122
Mon Mar 09 01:31:53 2015	1425875513	0	122	122	122
Mon Mar 09 01:32:28 2015	1425875548	0	122	122	122
Mon Mar 09 01:32:33 2015	1425875553	0	122	122	122
Mon Mar 09 01:31:51 2015	1425875511	0	122	122	120
Mon Mar 09 01:32:28 2015	1425875548	0	122	122	122
Mon Mar 09 01:31:54 2015	1425875514	0	122	122	122
Mon Mar 09 01:32:14 2015	1425875534	0	122	122	122
Mon Mar 09 01:32:10 2015	1425875530	0	122	123	122
Mon Mar 09 01:32:29 2015	1425875549	0	122	123	122
Mon Mar 09 01:32:24 2015	1425875544	0	122	123	122
Mon Mar 09 01:31:53 2015	1425875513	0	122	123	122
Mon Mar 09 01:31:46 2015	1425875506	0	122	123	122
Mon Mar 09 01:32:29 2015	1425875549	0	122	123	122
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	122
Mon Mar 09 01:32:31 2015	1425875551	0	123	123	122
Mon Mar 09 01:31:49 2015	1425875509	0	123	123	122
Mon Mar 09 01:32:05 2015	1425875525	0	123	123	123
Mon Mar 09 01:32:31 2015	1425875551	0	123	123	122
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	122
Mon Mar 09 01:32:19 2015	1425875539	0	123	123	120
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	122
Mon Mar 09 01:32:27 2015	1425875547	0	123	123	122
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	122
Mon Mar 09 01:32:05 2015	1425875525	0	123	123	121
Mon Mar 09 01:32:24 2015	1425875544	0	122	123	122
Mon Mar 09 01:32:28 2015	1425875548	0	123	123	123
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	123
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	123
Mon Mar 09 01:32:34 2015	1425875554	0	123	123	123
Mon Mar 09 01:32:21 2015	1425875541	0	123	123	122
Mon Mar 09 01:32:12 2015	1425875532	0	123	123	123
Mon Mar 09 01:32:12 2015	1425875532	0	123	123	123
Mon Mar 09 01:31:54 2015	1425875514	0	123	123	123
Mon Mar 09 01:32:30 2015	1425875550	0	123	123	123
Mon Mar 09 01:32:21 2015	1425875541	0	123	123	123
Mon Mar 09 01:32:14 2015	1425875534	0	123	123	123
Mon Mar 09 01:31:47 2015	1425875507	0	123	123	123
Mon Mar 09 01:32:10 2015	1425875530	0	123	123	123
Mon Mar 09 01:32:45 2015	1425875565	0	123	123	123
Mon Mar 09 01:32:39 2015	1425875559	0	123	123	123
Mon Mar 09 01:32:20 2015	1425875540	0	123	123	123
Mon Mar 09 01:32:31 2015	1425875551	0	123	123	123
Mon Mar 09 01:32:13 2015	1425875533	0	123	124	123
Mon Mar 09 01:32:31 2015	1425875551	0	123	124	123
Mon Mar 09 01:32:10 2015	1425875530	0	123	124	123
Mon Mar 09 01:32:43 2015	1425875563	0	123	124	123
Mon Mar 09 01:32:45 2015	1425875565	0	124	124	122
Mon Mar 09 01:32:36 2015	1425875556	0	124	124	123
Mon Mar 09 01:32:31 2015	1425875551	0	124	124	123
Mon Mar 09 01:32:24 2015	1425875544	0	124	124	123
Mon Mar 09 01:32:29 2015	1425875549	0	124	124	123
Mon Mar 09 01:32:18 2015	1425875538	0	124	124	123
Mon Mar 09 01:32:34 2015	1425875554	0	124	124	123
Mon Mar 09 01:31:46 2015	1425875506	0	124	124	123
Mon Mar 09 01:32:41 2015	1425875561	0	124	124	123
Mon Mar 09 01:32:14 2015	1425875534	0	124	124	123
Mon Mar 09 01:32:21 2015	1425875541	0	124	124	123
Mon Mar 09 01:32:36 2015	1425875556	0	124	124	124
Mon Mar 09 01:31:43 2015	1425875503	0	124	124	123
Mon Mar 09 01:32:38 2015	1425875558	0	124	124	124
Mon Mar 09 01:32:21 2015	1425875541	0	124	124	124
Mon Mar 09 01:31:46 2015	1425875506	0	124	124	122
Mon Mar 09 01:32:12 2015	1425875532	0	124	124	124
Mon Mar 09 01:32:13 2015	1425875533	0	124	124	124
Mon Mar 09 01:32:14 2015	1425875534	0	124	124	124
Mon Mar 09 01:32:14 2015	1425875534	0	124	124	124
Mon Mar 09 01:32:14 2015	1425875534	0	124	124	124
Mon Mar 09 01:32:30 2015	1425875550	0	124	124	124
Mon Mar 09 01:31:48 2015	1425875508	0	124	124	124
Mon Mar 09 01:32:36 2015	1425875556	0	124	124	124
Mon Mar 09 01:31:46 2015	1425875506	0	124	124	124
Mon Mar 09 01:32:14 2015	1425875534	0	124	124	124
Mon Mar 09 01:31:48 2015	1425875508	0	124	124	124
Mon Mar 09 01:31:48 2015	1425875508	0	124	124	124
Mon Mar 09 01:31:55 2015	1425875515	0	124	125	124
Mon Mar 09 01:31:52 2015	1425875512	0	124	125	122
Mon Mar 09 01:31:54 2015	1425875514	0	124	125	124
Mon Mar 09 01:32:36 2015	1425875556	0	125	125	124
Mon Mar 09 01:32:21 2015	1425875541	0	125	125	124
Mon Mar 09 01:32:31 2015	1425875551	0	125	125	124
Mon Mar 09 01:32:21 2015	1425875541	0	125	125	123
Mon Mar 09 01:32:28 2015	1425875548	0	125	125	124
Mon Mar 09 01:32:10 2015	1425875530	0	125	125	124
Mon Mar 09 01:32:36 2015	1425875556	0	125	125	124
Mon Mar 09 01:32:46 2015	1425875566	0	125	125	125
Mon Mar 09 01:32:39 2015	1425875559	0	125	125	125
Mon Mar 09 01:32:14 2015	1425875534	0	125	125	124
Mon Mar 09 01:32:10 2015	1425875530	0	125	125	125
Mon Mar 09 01:32:37 2015	1425875557	0	125	125	124
Mon Mar 09 01:32:21 2015	1425875541	0	125	125	125
Mon Mar 09 01:32:36 2015	1425875556	0	125	125	125
Mon Mar 09 01:32:19 2015	1425875539	0	125	125	123
Mon Mar 09 01:32:34 2015	1425875554	0	125	125	125
Mon Mar 09 01:31:54 2015	1425875514	0	125	125	125
Mon Mar 09 01:32:21 2015	1425875541	0	125	125	125
Mon Mar 09 01:32:34 2015	1425875554	0	125	125	125
Mon Mar 09 01:31:54 2015	1425875514	0	125	125	125
Mon Mar 09 01:32:31 2015	1425875551	0	125	125	125
Mon Mar 09 01:32:21 2015	1425875541	0	125	125	125
Mon Mar 09 01:32:45 2015	1425875565	0	125	125	125
Mon Mar 09 01:32:26 2015	1425875546	0	125	126	125
Mon Mar 09 01:32:41 2015	1425875561	0	126	126	125
Mon Mar 09 01:32:25 2015	1425875545	0	126	126	125
Mon Mar 09 01:32:32 2015	1425875552	0	126	126	125
Mon Mar 09 01:32:28 2015	1425875548	0	126	126	125
Mon Mar 09 01:32:18 2015	1425875538	0	126	126	125
Mon Mar 09 01:32:28 2015	1425875548	0	126	126	125
Mon Mar 09 01:32:32 2015	1425875552	0	126	126	125
Mon Mar 09 01:32:30 2015	1425875550	0	126	126	125
Mon Mar 09 01:31:48 2015	1425875508	0	126	126	125
Mon Mar 09 01:32:36 2015	1425875556	0	126	126	125
Mon Mar 09 01:32:36 2015	1425875556	0	126	126	126
Mon Mar 09 01:32:33 2015	1425875553	0	126	126	125
Mon Mar 09 01:32:44 2015	1425875564	0	126	126	125
Mon Mar 09 01:32:21 2015	1425875541	0	126	126	126
Mon Mar 09 01:32:13 2015	1425875533	0	126	126	126
Mon Mar 09 01:31:53 2015	1425875513	0	126	126	126
Mon Mar 09 01:32:36 2015	1425875556	0	126	126	126
Mon Mar 09 01:32:45 2015	1425875565	0	126	126	124
Mon Mar 09 01:32:34 2015	1425875554	0	126	126	126
Mon Mar 09 01:32:34 2015	1425875554	0	126	126	126
Mon Mar 09 01:32:31 2015	1425875551	0	126	126	125
Mon Mar 09 01:32:34 2015	1425875554	0	126	126	126
Mon Mar 09 01:32:36 2015	1425875556	0	126	126	126
Mon Mar 09 01:31:54 2015	1425875514	0	126	126	126
Mon Mar 09 01:32:20 2015	1425875540	0	126	126	126
Mon Mar 09 01:32:45 2015	1425875565	0	126	127	126
Mon Mar 09 01:32:13 2015	1425875533	0	126	127	126
Mon Mar 09 01:32:10 2015	1425875530	0	126	127	126
Mon Mar 09 01:31:54 2015	1425875514	0	127	127	126
Mon Mar 09 01:31:48 2015	1425875508	0	127	127	126
Mon Mar 09 01:32:21 2015	1425875541	0	127	127	126
Mon Mar 09 01:32:36 2015	1425875556	0	127	127	126
Mon Mar 09 01:31:49 2015	1425875509	0	127	127	126
Mon Mar 09 01:32:32 2015	1425875552	0	127	127	126
Mon Mar 09 01:32:21 2015	1425875541	0	127	127	127
Mon Mar 09 01:32:45 2015	1425875565	0	127	127	125
Mon Mar 09 01:32:18 2015	1425875538	0	127	127	127
Mon Mar 09 01:32:44 2015	1425875564	0	127	127	127
Mon Mar 09 01:32:30 2015	1425875550	0	127	127	127
Mon Mar 09 01:32:26 2015	1425875546	0	127	127	127
Mon Mar 09 01:32:25 2015	1425875545	0	127	127	127
Mon Mar 09 01:32:30 2015	1425875550	0	127	127	127
Mon Mar 09 01:32:26 2015	1425875546	0	127	127	127
Mon Mar 09 01:31:43 2015	1425875503	0	127	127	127
Mon Mar 09 01:32:18 2015	1425875538	0	127	127	127
Mon Mar 09 01:32:39 2015	1425875559	0	127	127	127
Mon Mar 09 01:32:36 2015	1425875556	0	127	127	125
Mon Mar 09 01:32:26 2015	1425875546	0	127	128	127
Mon Mar 09 01:32:24 2015	1425875544	0	127	128	127
Mon Mar 09 01:32:45 2015	1425875565	0	127	128	127
Mon Mar 09 01:32:34 2015	1425875554	0	128	128	127
Mon Mar 09 01:31:54 2015	1425875514	0	128	128	127
Mon Mar 09 01:32:39 2015	1425875559	0	128	128	127
Mon Mar 09 01:31:48 2015	1425875508	0	128	128	127
Mon Mar 09 01:32:25 2015	1425875545	0	128	128	125
Mon Mar 09 01:32:26 2015	1425875546	0	128	128	128
Mon Mar 09 01:32:13 2015	1425875533	0	128	128	128
Mon Mar 09 01:32:31 2015	1425875551	0	128	128	127
Mon Mar 09 01:32:44 2015	1425875564	0	128	128	128
Mon Mar 09 01:32:46 2015	1425875566	0	128	128	128
Mon Mar 09 01:32:24 2015	1425875544	0	128	128	128
Mon Mar 09 01:32:26 2015	1425875546	0	128	129	128
Mon Mar 09 01:32:34 2015	1425875554	0	129	129	128
Mon Mar 09 01:32:34 2015	1425875554	0	129	129	128
Mon Mar 09 01:32:37 2015	1425875557	0	129	129	128
Mon Mar 09 01:32:32 2015	1425875552	0	129	129	128
Mon Mar 09 01:32:31 2015	1425875551	0	129	129	128
Mon Mar 09 01:32:33 2015	1425875553	0	129	129	128
Mon Mar 09 01:32:19 2015	1425875539	0	129	129	128
Mon Mar 09 01:32:33 2015	1425875553	0	129	129	128
Mon Mar 09 01:32:26 2015	1425875546	0	129	129	129
Mon Mar 09 01:32:41 2015	1425875561	0	129	129	127
Mon Mar 09 01:32:26 2015	1425875546	0	129	129	129
Mon Mar 09 01:32:26 2015	1425875546	0	129	129	129
Mon Mar 09 01:32:45 2015	1425875565	0	129	129	128
Mon Mar 09 01:32:09 2015	1425875529	0	129	129	129
Mon Mar 09 01:31:43 2015	1425875503	0	129	129	129
Mon Mar 09 01:32:26 2015	1425875546	0	129	129	129
Mon Mar 09 01:32:34 2015	1425875554	0	129	130	129
Mon Mar 09 01:32:44 2015	1425875564	0	129	130	129
Mon Mar 09 01:32:45 2015	1425875565	0	129	130	129
Mon Mar 09 01:32:36 2015	1425875556	0	129	130	129
Mon Mar 09 01:32:32 2015	1425875552	0	130	130	129
Mon Mar 09 01:32:46 2015	1425875566	0	130	130	129
Mon Mar 09 01:31:48 2015	1425875508	0	130	130	129
Mon Mar 09 01:31:51 2015	1425875511	0	130	130	129
Mon Mar 09 01:32:41 2015	1425875561	0	130	130	130
Mon Mar 09 01:32:24 2015	1425875544	0	130	130	130
Mon Mar 09 01:32:31 2015	1425875551	0	130	130	130
Mon Mar 09 01:32:46 2015	1425875566	0	130	130	130
Mon Mar 09 01:32:24 2015	1425875544	0	130	130	130
Mon Mar 09 01:32:37 2015	1425875557	0	130	130	130
Mon Mar 09 01:32:13 2015	1425875533	0	130	130	130
Mon Mar 09 01:31:48 2015	1425875508	0	130	130	130
Mon Mar 09 01:32:36 2015	1425875556	0	130	130	130
Mon Mar 09 01:32:34 2015	1425875554	0	130	130	129
Mon Mar 09 01:32:31 2015	1425875551	0	130	130	130
Mon Mar 09 01:32:24 2015	1425875544	0	130	130	129
Mon Mar 09 01:32:38 2015	1425875558	0	130	130	130
Mon Mar 09 01:32:31 2015	1425875551	0	130	130	130
Mon Mar 09 01:32:41 2015	1425875561	0	130	131	130
Mon Mar 09 01:32:44 2015	1425875564	0	131	131	130
Mon Mar 09 01:32:32 2015	1425875552	0	131	131	131
Mon Mar 09 01:32:39 2015	1425875559	0	131	131	131
Mon Mar 09 01:32:46 2015	1425875566	0	131	131	131
Mon Mar 09 01:32:32 2015	1425875552	0	131	131	129
Mon Mar 09 01:32:36 2015	1425875556	0	131	131	131
Mon Mar 09 01:32:31 2015	1425875551	0	131	131	129
Mon Mar 09 01:32:21 2015	1425875541	0	131	131	130
Mon Mar 09 01:32:38 2015	1425875558	0	131	131	129
Mon Mar 09 01:32:23 2015	1425875543	0	131	131	131
Mon Mar 09 01:32:31 2015	1425875551	0	131	131	131
Mon Mar 09 01:32:44 2015	1425875564	0	131	131	131
Mon Mar 09 01:32:32 2015	1425875552	0	131	131	131
Mon Mar 09 01:32:44 2015	1425875564	0	131	131	131
Mon Mar 09 01:32:30 2015	1425875550	0	131	132	131
Mon Mar 09 01:32:25 2015	1425875545	0	131	132	131
Mon Mar 09 01:31:55 2015	1425875515	0	132	132	131
Mon Mar 09 01:32:25 2015	1425875545	0	132	132	131
Mon Mar 09 01:32:29 2015	1425875549	0	132	132	131
Mon Mar 09 01:32:31 2015	1425875551	0	132	132	131
Mon Mar 09 01:32:46 2015	1425875566	0	132	132	132
Mon Mar 09 01:32:41 2015	1425875561	0	132	132	132
Mon Mar 09 01:31:51 2015	1425875511	0	132	132	132
Mon Mar 09 01:32:21 2015	1425875541	0	132	132	132
Mon Mar 09 01:32:39 2015	1425875559	0	132	132	132
Mon Mar 09 01:32:39 2015	1425875559	0	132	132	132
Mon Mar 09 01:32:29 2015	1425875549	0	132	133	132
Mon Mar 09 01:32:21 2015	1425875541	0	133	133	132
Mon Mar 09 01:32:34 2015	1425875554	0	133	133	132
Mon Mar 09 01:32:33 2015	1425875553	0	133	133	132
Mon Mar 09 01:32:30 2015	1425875550	0	133	133	132
Mon Mar 09 01:32:32 2015	1425875552	0	133	133	132
Mon Mar 09 01:32:46 2015	1425875566	0	133	133	133
Mon Mar 09 01:32:32 2015	1425875552	0	133	133	133
Mon Mar 09 01:31:51 2015	1425875511	0	133	133	133
Mon Mar 09 01:32:32 2015	1425875552	0	133	133	133
Mon Mar 09 01:32:26 2015	1425875546	0	133	133	133
Mon Mar 09 01:32:31 2015	1425875551	0	133	133	133
Mon Mar 09 01:32:37 2015	1425875557	0	133	134	133
Mon Mar 09 01:31:49 2015	1425875509	0	134	134	133
Mon Mar 09 01:31:48 2015	1425875508	0	134	134	133
Mon Mar 09 01:32:23 2015	1425875543	0	134	134	133
Mon Mar 09 01:32:27 2015	1425875547	0	134	134	133
Mon Mar 09 01:32:30 2015	1425875550	0	134	134	133
Mon Mar 09 01:32:13 2015	1425875533	0	134	134	133
Mon Mar 09 01:32:40 2015	1425875560	0	134	134	134
Mon Mar 09 01:32:26 2015	1425875546	0	134	134	134
Mon Mar 09 01:32:26 2015	1425875546	0	134	134	134
Mon Mar 09 01:32:25 2015	1425875545	0	134	134	134
Mon Mar 09 01:32:26 2015	1425875546	0	134	134	134
Mon Mar 09 01:32:39 2015	1425875559	0	134	134	134
Mon Mar 09 01:32:45 2015	1425875565	0	134	134	134
Mon Mar 09 01:32:04 2015	1425875524	0	134	134	134
Mon Mar 09 01:32:24 2015	1425875544	0	134	135	133
Mon Mar 09 01:32:16 2015	1425875536	0	134	135	134
Mon Mar 09 01:32:38 2015	1425875558	0	134	135	134
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	134
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	134
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	134
Mon Mar 09 01:32:46 2015	1425875566	0	135	135	134
Mon Mar 09 01:32:38 2015	1425875558	0	135	135	134
Mon Mar 09 01:31:42 2015	1425875502	0	135	135	134
Mon Mar 09 01:32:07 2015	1425875527	0	135	135	134
Mon Mar 09 01:32:09 2015	1425875529	0	135	135	134
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	134
Mon Mar 09 01:32:26 2015	1425875546	0	135	135	135
Mon Mar 09 01:32:26 2015	1425875546	0	135	135	135
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	134
Mon Mar 09 01:32:11 2015	1425875531	0	135	135	135
Mon Mar 09 01:32:41 2015	1425875561	0	135	135	135
Mon Mar 09 01:32:46 2015	1425875566	0	135	135	135
Mon Mar 09 01:32:46 2015	1425875566	0	135	135	135
Mon Mar 09 01:32:11 2015	1425875531	0	135	135	135
Mon Mar 09 01:32:01 2015	1425875521	0	135	135	135
Mon Mar 09 01:32:01 2015	1425875521	0	135	135	135
Mon Mar 09 01:31:45 2015	1425875505	0	135	135	135
Mon Mar 09 01:32:09 2015	1425875529	0	135	135	135
Mon Mar 09 01:32:11 2015	1425875531	0	135	135	135
Mon Mar 09 01:32:01 2015	1425875521	0	135	135	135
Mon Mar 09 01:32:07 2015	1425875527	0	135	135	135
Mon Mar 09 01:32:40 2015	1425875560	0	135	135	135
Mon Mar 09 01:32:40 2015	1425875560	0	135	135	135
Mon Mar 09 01:32:09 2015	1425875529	0	135	135	135
Mon Mar 09 01:32:23 2015	1425875543	0	135	135	135
Mon Mar 09 01:32:09 2015	1425875529	0	135	135	135
Mon Mar 09 01:31:42 2015	1425875502	0	135	135	135
Mon Mar 09 01:32:26 2015	1425875546	0	135	135	135
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	135
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	135
Mon Mar 09 01:32:26 2015	1425875546	0	135	135	135
Mon Mar 09 01:32:01 2015	1425875521	0	135	135	135
Mon Mar 09 01:31:48 2015	1425875508	0	135	135	135
Mon Mar 09 01:32:40 2015	1425875560	0	135	135	135
Mon Mar 09 01:32:11 2015	1425875531	0	135	135	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	135
Mon Mar 09 01:32:40 2015	1425875560	0	135	135	135
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	135
Mon Mar 09 01:32:29 2015	1425875549	0	135	135	135
Mon Mar 09 01:31:55 2015	1425875515	0	135	135	135
Mon Mar 09 01:31:42 2015	1425875502	0	135	135	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	133
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	135
Mon Mar 09 01:32:04 2015	1425875524	0	135	135	135
Mon Mar 09 01:32:09 2015	1425875529	0	135	135	135
Mon Mar 09 01:31:45 2015	1425875505	0	135	135	135
Mon Mar 09 01:32:40 2015	1425875560	0	135	135	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	135	135
Mon Mar 09 01:32:01 2015	1425875521	0	135	135	135
Mon Mar 09 01:32:26 2015	1425875546	0	135	136	135
Mon Mar 09 01:32:16 2015	1425875536	0	135	136	135
Mon Mar 09 01:32:32 2015	1425875552	0	135	136	135
Mon Mar 09 01:31:44 2015	1425875504	0	135	136	135
Mon Mar 09 01:32:16 2015	1425875536	0	135	136	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	136	135
Mon Mar 09 01:31:45 2015	1425875505	0	135	136	135
Mon Mar 09 01:32:01 2015	1425875521	0	136	136	135
Mon Mar 09 01:32:13 2015	1425875533	0	136	136	135
Mon Mar 09 01:31:57 2015	1425875517	0	135	136	135
Mon Mar 09 01:32:32 2015	1425875552	0	136	136	135
Mon Mar 09 01:32:22 2015	1425875542	0	136	136	135
Mon Mar 09 01:32:04 2015	1425875524	0	136	136	135
Mon Mar 09 01:32:39 2015	1425875559	0	136	136	134
